"","XIdentifier","Date","Time","Unitnumber","Antennanumber","Transpondertype","Transpondercode","Weight","Inputstatus","Outputstatus","Event","GPScoordinates"
"1","""1"",""204638","25-06-2021","15:47:29",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"2","""2"",""204639","25-06-2021","15:47:29",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"3","""3"",""204640","25-06-2021","15:47:30",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"4","""4"",""204641","25-06-2021","15:47:31",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"5","""5"",""204642","25-06-2021","15:47:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"6","""6"",""204643","25-06-2021","15:47:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"7","""7"",""204644","25-06-2021","15:47:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"8","""8"",""204645","25-06-2021","15:47:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"9","""9"",""204646","25-06-2021","15:47:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"10","""10"",""204647","25-06-2021","15:47:42",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"11","""11"",""204648","25-06-2021","15:47:43",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"12","""12"",""204649","25-06-2021","15:47:44",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"13","""13"",""204650","25-06-2021","15:47:45",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"14","""14"",""204651","25-06-2021","15:47:45",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"15","""15"",""204652","25-06-2021","15:47:46",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"16","""16"",""204653","25-06-2021","15:47:46",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"17","""17"",""204654","25-06-2021","15:47:46",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"18","""18"",""204655","25-06-2021","15:47:47",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"19","""19"",""204656","25-06-2021","15:47:47",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"20","""20"",""204657","25-06-2021","15:47:47",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"21","""21"",""204658","25-06-2021","15:47:47",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"22","""22"",""204659","25-06-2021","15:47:48",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"23","""23"",""204660","25-06-2021","15:47:48",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"24","""24"",""204661","25-06-2021","15:47:48",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"25","""25"",""204662","25-06-2021","15:47:49",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"26","""26"",""204663","25-06-2021","15:54:41",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"27","""27"",""204664","25-06-2021","15:54:42",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"28","""28"",""204665","25-06-2021","15:54:49",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"29","""29"",""204666","25-06-2021","15:54:49",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"30","""30"",""204667","25-06-2021","15:54:50",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"31","""31"",""204668","25-06-2021","15:54:51",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"32","""32"",""204669","25-06-2021","15:54:51",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"33","""33"",""204670","25-06-2021","15:54:52",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"34","""34"",""204671","25-06-2021","15:54:52",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"35","""35"",""204672","25-06-2021","15:54:53",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"36","""36"",""204673","25-06-2021","15:54:53",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"37","""37"",""204674","25-06-2021","15:54:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"38","""38"",""204675","25-06-2021","15:54:54",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"39","""39"",""204676","25-06-2021","15:54:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"40","""40"",""204677","25-06-2021","15:54:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"41","""41"",""204678","25-06-2021","15:54:54",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"42","""42"",""204679","25-06-2021","15:54:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"43","""43"",""204680","25-06-2021","15:54:55",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"44","""44"",""204681","25-06-2021","15:54:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"45","""45"",""204682","25-06-2021","15:54:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"46","""46"",""204683","25-06-2021","15:54:56",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"47","""47"",""204684","25-06-2021","15:54:56",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"48","""48"",""204685","25-06-2021","15:54:57",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"49","""49"",""204686","25-06-2021","15:54:57",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"50","""50"",""204687","25-06-2021","15:54:58",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"51","""51"",""204688","25-06-2021","15:55:02",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"52","""52"",""204689","25-06-2021","15:55:03",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"53","""53"",""204690","25-06-2021","15:55:04",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"54","""54"",""204691","25-06-2021","15:55:04",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"55","""55"",""204692","25-06-2021","15:55:05",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"56","""56"",""204693","25-06-2021","15:55:06",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"57","""57"",""204694","25-06-2021","15:55:06",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"58","""58"",""204695","25-06-2021","15:55:07",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"59","""59"",""204696","25-06-2021","15:55:07",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"60","""60"",""204697","25-06-2021","15:55:07",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"61","""61"",""204698","25-06-2021","15:55:08",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"62","""62"",""204699","25-06-2021","15:55:08",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"63","""63"",""204700","25-06-2021","15:55:09",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"64","""64"",""204701","25-06-2021","15:55:09",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"65","""65"",""204702","25-06-2021","15:55:09",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"66","""66"",""204703","25-06-2021","15:55:10",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"67","""67"",""204704","25-06-2021","15:55:17",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"68","""68"",""204705","25-06-2021","15:55:20",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"69","""69"",""204706","25-06-2021","15:55:20",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"70","""70"",""204707","25-06-2021","15:55:20",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"71","""71"",""204708","25-06-2021","15:55:20",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"72","""72"",""204709","25-06-2021","15:55:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"73","""73"",""204710","25-06-2021","15:55:21",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"74","""74"",""204711","25-06-2021","15:55:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"75","""75"",""204712","25-06-2021","15:55:22",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"76","""76"",""204713","25-06-2021","15:55:22",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"77","""77"",""204714","25-06-2021","15:55:23",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"78","""78"",""204715","25-06-2021","15:55:29",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"79","""79"",""204716","25-06-2021","15:55:32",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"80","""80"",""204717","25-06-2021","17:39:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"81","""81"",""204718","25-06-2021","17:39:22",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"82","""82"",""204719","25-06-2021","17:39:23",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"83","""83"",""204720","25-06-2021","17:39:27",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"84","""84"",""204721","25-06-2021","17:39:28",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"85","""85"",""204722","25-06-2021","17:39:29",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"86","""86"",""204723","25-06-2021","17:39:30",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"87","""87"",""204724","25-06-2021","17:39:30",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"88","""88"",""204725","25-06-2021","17:39:30",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"89","""89"",""204726","25-06-2021","17:39:31",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"90","""90"",""204727","25-06-2021","17:39:31",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"91","""91"",""204728","25-06-2021","17:39:31",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"92","""92"",""204729","25-06-2021","17:39:32",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"93","""93"",""204730","25-06-2021","17:39:32",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"94","""94"",""204731","25-06-2021","17:39:33",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"95","""95"",""204732","25-06-2021","17:39:33",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"96","""96"",""204733","25-06-2021","17:39:35",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"97","""97"",""204734","25-06-2021","17:39:36",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"98","""98"",""204735","25-06-2021","17:39:36",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"99","""99"",""204736","25-06-2021","17:39:36",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"100","""100"",""204737","25-06-2021","17:39:37",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"101","""101"",""204738","25-06-2021","17:39:37",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"102","""102"",""204739","25-06-2021","17:39:37",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"103","""103"",""204740","25-06-2021","17:39:37",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"104","""104"",""204741","25-06-2021","17:39:38",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"105","""105"",""204742","25-06-2021","17:39:38",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"106","""106"",""204743","25-06-2021","17:39:38",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"107","""107"",""204744","25-06-2021","17:39:38",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"108","""108"",""204745","25-06-2021","17:39:39",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"109","""109"",""204746","25-06-2021","17:39:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"110","""110"",""204747","25-06-2021","17:39:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"111","""111"",""204748","25-06-2021","17:39:39",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"112","""112"",""204749","25-06-2021","17:39:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"113","""113"",""204750","25-06-2021","17:39:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"114","""114"",""204751","25-06-2021","17:39:40",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"115","""115"",""204752","25-06-2021","17:39:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"116","""116"",""204753","25-06-2021","17:39:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"117","""117"",""204754","25-06-2021","17:39:41",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"118","""118"",""204755","25-06-2021","17:58:06",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"119","""119"",""204756","25-06-2021","17:58:16",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"120","""120"",""204757","25-06-2021","17:58:17",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"121","""121"",""204758","25-06-2021","17:58:17",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"122","""122"",""204759","25-06-2021","17:58:18",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"123","""123"",""204760","25-06-2021","17:58:18",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"124","""124"",""204761","25-06-2021","17:58:18",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"125","""125"",""204762","25-06-2021","17:58:19",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"126","""126"",""204763","25-06-2021","17:58:19",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"127","""127"",""204764","25-06-2021","17:58:19",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"128","""128"",""204765","25-06-2021","17:58:20",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"129","""129"",""204766","25-06-2021","18:04:19",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"130","""130"",""204767","25-06-2021","18:04:19",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"131","""131"",""204768","25-06-2021","18:04:20",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"132","""132"",""204769","25-06-2021","18:04:20",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"133","""133"",""204770","25-06-2021","18:04:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"134","""134"",""204771","25-06-2021","18:04:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"135","""135"",""204772","25-06-2021","18:04:21",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"136","""136"",""204773","25-06-2021","18:04:22",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"137","""137"",""204774","25-06-2021","18:04:22",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"138","""138"",""204775","25-06-2021","18:04:22",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"139","""139"",""204776","25-06-2021","18:04:23",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"140","""140"",""204777","25-06-2021","18:04:23",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"141","""141"",""204778","25-06-2021","18:04:24",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"142","""142"",""204779","25-06-2021","18:04:24",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"143","""143"",""204780","25-06-2021","18:04:24",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"144","""144"",""204781","25-06-2021","18:04:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"145","""145"",""204782","25-06-2021","18:04:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"146","""146"",""204783","25-06-2021","18:04:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"147","""147"",""204784","25-06-2021","18:04:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"148","""148"",""204785","25-06-2021","18:04:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"149","""149"",""204786","25-06-2021","18:04:29",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"150","""150"",""204787","26-06-2021","07:04:03",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"151","""151"",""204788","26-06-2021","07:04:03",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"152","""152"",""204789","26-06-2021","07:04:03",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"153","""153"",""204790","26-06-2021","07:04:04",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"154","""154"",""204791","26-06-2021","07:04:06",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"155","""155"",""204792","26-06-2021","07:41:53",20,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"156","""156"",""204793","26-06-2021","09:04:30",20,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"157","""157"",""204794","26-06-2021","09:04:39",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"158","""158"",""204795","26-06-2021","09:04:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"159","""159"",""204796","26-06-2021","09:04:40",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"160","""160"",""204797","26-06-2021","09:04:43",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"161","""161"",""204798","26-06-2021","09:04:43",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"162","""162"",""204799","26-06-2021","09:04:46",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"163","""163"",""204800","26-06-2021","09:04:53",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"164","""164"",""204801","26-06-2021","09:04:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"165","""165"",""204802","26-06-2021","09:04:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"166","""166"",""204803","26-06-2021","09:04:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"167","""167"",""204804","26-06-2021","09:04:56",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"168","""168"",""204805","26-06-2021","09:04:57",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"169","""169"",""204806","26-06-2021","09:04:57",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"170","""170"",""204807","26-06-2021","09:04:57",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"171","""171"",""204808","26-06-2021","09:09:15",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"172","""172"",""204809","26-06-2021","09:09:15",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"173","""173"",""204810","26-06-2021","09:09:16",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"174","""174"",""204811","26-06-2021","09:09:17",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"175","""175"",""204812","26-06-2021","09:09:17",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"176","""176"",""204813","26-06-2021","09:09:18",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"177","""177"",""204814","26-06-2021","09:09:18",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"178","""178"",""204815","26-06-2021","09:09:25",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"179","""179"",""204816","26-06-2021","09:09:26",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"180","""180"",""204817","26-06-2021","09:09:26",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"181","""181"",""204818","26-06-2021","09:09:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"182","""182"",""204819","26-06-2021","09:09:27",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"183","""183"",""204820","26-06-2021","09:09:27",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"184","""184"",""204821","26-06-2021","09:09:34",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"185","""185"",""204822","26-06-2021","09:09:35",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"186","""186"",""204823","26-06-2021","09:09:35",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"187","""187"",""204824","26-06-2021","09:09:36",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"188","""188"",""204825","26-06-2021","09:09:36",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"189","""189"",""204826","26-06-2021","09:09:36",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"190","""190"",""204827","26-06-2021","09:09:37",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"191","""191"",""204828","26-06-2021","09:09:37",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"192","""192"",""204829","26-06-2021","09:09:38",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"193","""193"",""204830","26-06-2021","09:09:38",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"194","""194"",""204831","26-06-2021","09:09:47",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"195","""195"",""204832","26-06-2021","09:09:47",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"196","""196"",""204833","26-06-2021","09:09:47",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"197","""197"",""204834","26-06-2021","09:09:50",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"198","""198"",""204835","26-06-2021","09:09:50",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"199","""199"",""204836","26-06-2021","09:09:51",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"200","""200"",""204837","26-06-2021","09:09:58",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"201","""201"",""204838","26-06-2021","09:09:58",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"202","""202"",""204839","26-06-2021","09:09:59",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"203","""203"",""204840","26-06-2021","09:09:59",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"204","""204"",""204841","26-06-2021","09:09:59",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"205","""205"",""204842","26-06-2021","09:10:00",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"206","""206"",""204843","26-06-2021","09:10:00",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"207","""207"",""204844","26-06-2021","09:15:24",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"208","""208"",""204845","26-06-2021","09:15:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"209","""209"",""204846","26-06-2021","09:15:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"210","""210"",""204847","26-06-2021","09:15:25",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"211","""211"",""204848","26-06-2021","09:15:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"212","""212"",""204849","26-06-2021","09:15:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"213","""213"",""204850","26-06-2021","09:15:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"214","""214"",""204851","26-06-2021","09:15:26",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"215","""215"",""204852","26-06-2021","09:15:27",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"216","""216"",""204853","26-06-2021","09:15:27",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"217","""217"",""204854","26-06-2021","09:15:27",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"218","""218"",""204855","26-06-2021","09:15:37",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"219","""219"",""204856","26-06-2021","09:50:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"220","""220"",""204857","26-06-2021","09:50:54",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"221","""221"",""204858","26-06-2021","09:50:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"222","""222"",""204859","26-06-2021","09:50:54",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"223","""223"",""204860","26-06-2021","09:50:54",30,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
"224","""224"",""204861","26-06-2021","09:50:55",10,"-","Trovan Unique","0007AC6CCE","-",0,0,"-",""""""""""""
